product_itemid,product_category,product_name,product_price,status,shop_location
6356385195,Short Sleeves,Korean loose T-shirt is the new trend of summer women Sweethearts outfit,169.0,1,"San Nicolas, Metro Manila"
6058746526,Short Sleeves,korean fashion knitted blouse knitted top shortsleeve,150.0,1,"Pasay City, Metro Manila"
2503296036,Short Sleeves,【COD ✔️ Ready Stock】Women korean top Dot Print Elegant Chiffon Blouse Crop top Tops,465.0,1,Mainland China
8044724338,Short Sleeves,Yihua 2021 summer Korean version of the new square collar lace wood ears floral chiffon short shirt top women,318.0,1,Mainland China
4587990904,Short Sleeves,2021 Women's French Bubble Sleeve Blouses are versatile and slim square neck,440.0,1,Mainland China
6656331828,Short Sleeves,korean fashion knitted blouse knitted top shortsleeve,300.0,1,"Pasay City, Metro Manila"
8713997224,Short Sleeves,lettuce trim short sleeves round neck knit top knitted blouse women korean plain shirt ruffle B015,199.0,1,"Caloocan City, Metro Manila"
2011945052,Short Sleeves,Patriciacai knitted oversized Korean Top  #008,,1,"Binondo, Metro Manila"
6077881062,Short Sleeves,"Korean fashion large size casual wear, can be used as pajamas skirt/",199.0,1,"San Nicolas, Metro Manila"
4655442429,Short Sleeves,R&O Korean Fashion Simple Stripe Design Casual T-shirt Tops Short Sleeves,150.0,1,"Pasay City, Metro Manila"
3540435040,Short Sleeves,korean fashion knitted blouse knitted top shortsleeve,400.0,1,"Pasay City, Metro Manila"
8545953626,Short Sleeves,square neck knitted women top blouse shirt rib knit korean bangkok fashuon short sleeves sexy B011,199.0,1,"Caloocan City, Metro Manila"
8415589436,Short Sleeves,Korean printed Basic Plus Size (Oversized) Tees,166.0,1,"San Nicolas, Metro Manila"
8706600150,Short Sleeves,Korean Top Luffy Vintage Polo Blouse for Women Cute Tops for Women Trendy Blouse Tops Fashion Blouses Women Loose Blouse Women Clothes,618.0,1,Mainland China
5158237658,Short Sleeves,korean fashion knitted blouse knitted top shortsleeve,300.0,1,"Pasay City, Metro Manila"
1217165724,Short Sleeves,Korean Tops - Free Size,,1,"Pasig City, Metro Manila"
9855585639,Short Sleeves,Summer 2021 women's floral chiffon shirt v-neck short sleeve drawstring top,480.0,1,Mainland China
4359853822,Short Sleeves,Summer tops Streetwear Vintage butterfly Print Gothic dropshipping Korean White Big Size Harajuku Sh,247.0,1,Mainland China
4638701319,Short Sleeves,korean fashion knitted blouse  knitted top shortsleeve,350.0,1,"Pasay City, Metro Manila"
3125135463,Short Sleeves,Korean bestseller aesthetic pastel graphic tumblr tops/tees (ulzzaang.ph),150.0,1,"Bacoor, Cavite"
11206861573,Short Sleeves,【BTG】Retro Short-sleeved T-shirt Female Design Sense Niche New Korean Loose Casual Top Ins,532.0,1,Mainland China
6852942677,Short Sleeves,Knitted Blouse Shortsleeve Koreanfashion CLASSIC blouse tops,165.0,1,"Pasay City, Metro Manila"
1134778948,Short Sleeves,Knitted Tops Korean Blouse Short Sleeve Simple Elegan,200.0,1,"Binondo, Metro Manila"
1730221486,Short Sleeves,Patriciacai Knitted Korean Top 2218#,199.0,1,"Binondo, Metro Manila"
4056386412,Short Sleeves,South Korean T-shirt MLckey Mouse patterned loose short-sleeved blouse new women's summer long top#1,169.0,1,"San Nicolas, Metro Manila"
4753709026,Short Sleeves,boutique korean Big yards short sleeves,360.0,1,"San Nicolas, Metro Manila"
4458965072,Short Sleeves,korean fashion knitted blouse knitted top shortsleeve,150.0,1,"Pasay City, Metro Manila"
3742534203,Short Sleeves,COD Ready stock Women Korean Top Fashion Square Collar Sexy Sweet Pleated Small Floral Print Short Chiffon Shirt,520.0,1,Mainland China
9060921192,Short Sleeves,【BTG】Summer Korean Version 2021 New Cartoon Print Design Sense Bubble Sleeve Loose Short-sleeved T-shirt Top Women's Clothing,584.0,1,Mainland China
4940886722,Short Sleeves,SS Lettuce Blouse Top Basic Crop Top Korean Fashion Women Tops,100.0,1,"Taytay, Rizal"
4243944998,Short Sleeves,NKD Korean Fashion Erich Basic Printed Floral Daily Polo Tie Top 1104,300.0,1,"Taytay, Rizal"
9412391511,Short Sleeves,AS ELEGANT korean trendy clothes crop top /plain color v-neck knitted 1912 (0816),250.0,1,"Tondo I / Ii, Metro Manila"
3052625282,Short Sleeves,【BTG】2021 New Korean Version of Loose Letters Printed Short-sleeved T-shirt Girl Short Top,337.0,1,Mainland China
2768006775,Short Sleeves,Angelcity Oversized Ringer Top Plus Size Korean Fashion Women Tops Basic tee ML,189.0,1,"Pasay City, Metro Manila"
5572089037,Short Sleeves,[Today only] Design Sense Bandage Puff Sleeve Square Collar Pleated Crop Top Women New Korean Short Shirt,389.0,1,Mainland China
6818762101,Short Sleeves,【Ready stock】Korean Top Square Collar Solid Puff Sleeve Knitted Short T-Shirt Crop top,504.0,1,Mainland China
9960386794,Short Sleeves,Retro Pleated Slim-Fit Puff Sleeve Flounces Shirt Square Collar off-Shoulder Floral Tops,600.0,1,Mainland China
3981976931,Short Sleeves,ins Korean fashion polo collar knit sexy slim fit short sleeved crop top women ootd,381.0,1,Mainland China
5560472579,Short Sleeves,LALUNA Korean Fashion Erich Basic Printed Floral Daily Polo Tie Top 1104,147.0,1,"Taytay, Rizal"
2843123374,Short Sleeves,Korean Aesthetic Pastel Graphic Tees/Tops Ulzzaang Official,150.0,1,"Bacoor, Cavite"
3264364106,Short Sleeves,2020 Summer New Korean Unisex Fashion Wild Hip-hop Gradient Short Sleeve T-shirt,356.0,1,"Tondo I / Ii, Metro Manila"
8528691619,Short Sleeves,women button down knitted knit lettuce top strawberry floral short sleeves women bangkok korean B032,299.0,1,"Caloocan City, Metro Manila"
4840459112,Short Sleeves,SS Korean Basic Blouse Top Women Short Sleeve Tops Fits Small to Semi-Large,100.0,1,"Taytay, Rizal"
6820292981,Short Sleeves,Blackpink Jennie Sexy Slim Crop Top Korean Women's Knitted Short-Sleeved T-Shirt Tops,,1,Mainland China
9464930777,Short Sleeves,【Spot sale】【High-quality cloth】Vintage Oil Painting Printed Vacation Style Shirt Women's 2021 Summer New Loose Suit Collar Short blouse labuh blouse women blouse korean style blouse murah blouse putih blouse women muslimah top shirt woman top shirt top,450.0,1,Mainland China
9220362142,Short Sleeves,V-neck Short-Sleeved New Korean Style Slim Women Tops Solid Color All-match Shirt,320.0,1,Mainland China
3647718311,Short Sleeves,Korean fashion Self-cultivation Knitting top,,1,"Binondo, Metro Manila"
2810243730,Short Sleeves,Women Plaid Shirts Long Sleeve Sweet Yellow Korean Style Loose Causal Shirt Tops,416.0,1,Mainland China
4942096740,Short Sleeves,DIRECT SUPPLIER Lyka Basic Daily Top 1162,150.0,1,"Taytay, Rizal"
6866686015,Short Sleeves,[Real Photo] Xiaoran Shirt Korean women 2021 Summer New Chic All-match Temperament Suit Collar Chiffon Short-sleeved Top,541.0,1,Mainland China
2702598688,Short Sleeves,Patriciacai knitted Round-neck short sleeve Korean Top #1905,169.0,1,"Binondo, Metro Manila"
7357578530,Short Sleeves,Women Puff Off Shoulder Smocked Tops Plaid Square Collar Sweet Exposed Navel Casual Short Sleeve Crop Blouse korean top,421.0,1,Mainland China
6390757748,Short Sleeves,【BTG】Simple and Versatile Solid Color Long-sleeved T-shirt Ins Korean Style Cropped Crop Top,554.0,1,Mainland China
9219683373,Short Sleeves,OnlyYouth Classic knitted blouse korean top short sleeves,199.0,1,"Tondo I / Ii, Metro Manila"
4050900653,Short Sleeves,Women's Korean style short-sleeved t-shirts women's loose tops plus size women,216.0,1,Mainland China
2256474527,Short Sleeves,Sexy Korean Twisted Knit Top (SM654),339.0,1,"Quezon City, Metro Manila"
11108419530,Short Sleeves,【BTG】Summer New Korean Version of Solid Color Loose Ins Short-sleeved T-shirt Women's Short Top,572.0,1,Mainland China
3658908148,Short Sleeves,Spring / Summer 2020 New Cut Out Water Soluble Lace Lace Shirt Korean Version Slim Short High Waist Irregular Outerwear Top,,1,Mainland China
1528016397,Short Sleeves,Patriciacai knitted Korean Top #8849,275.0,1,"Binondo, Metro Manila"
5765052828,Short Sleeves,[Real Photo] Xiaoran t shirt Fashion 2021 Ins Student Simple Solid Color Temperament Pit Stripe Knitted Short Sleeve Korean Top,400.0,1,Mainland China
8264930463,Short Sleeves,【Spot sale】【Free KN95】short-sleeved new 2021summer thin Korean style loose Hong Kong-style salt shirt fashion for shirt women’s design new Korean style fashion lapel loose wild all-match thin floral long-sleeved shirt women blouse,430.0,1,Mainland China
7844267471,Top,Rainbow Short Sleeve T-shirt Summer Men's Tshirt Breathable Loose Top Big Size Korean Style Solid Color Tee Male Round Neck t Shirt for Men Youth,283.0,1,Mainland China
5265058688,Top,Korean Summer Stripe Tshirt Short Sleeve OverSize Loose Casual Tops Cotton Trendy Harajuku Unisex Fashion Tees,,1,Mainland China
9900494211,Top,Tops Korean fashion long sleeve t-shirt for mens,,1,"Las Pinas City, Metro Manila"
9349697202,Top,GEORGINA Smocked Shoulder Top - Lowest Price!!!,200.0,1,"Paranaque City, Metro Manila"
6739601108,Top,Men’s V Neck Bestseller Tops T-shirt Men’s printed graphic tee Mens t shirt Korean Wave sale,,1,"Tondo I / Ii, Metro Manila"
6202146408,Top,Bestseller men's T-shirt Top Tees V-Neck  Men’s V Neck Men’s printed graphic tee Mens t shirt Korean,124.0,1,"Tondo I / Ii, Metro Manila"
6342768680,Top,Tops Korean Fashion Long Sleeve T-shirt For Men,,1,"Las Pinas City, Metro Manila"
4460815911,Top,elegant korean sexy sleeves slip top+terno short(BVQ)SALE！SALE!,79.0,1,"San Nicolas, Metro Manila"
6834220459,Top,Men's Korean retro Hong Kong style student long sleeve casual checkered shirt loose beach shirt Plaid Shirt Men's preppy style student top for men,699.0,1,Mainland China
7365050587,Top,Korean stripe rainbow summer short sleeve T-shirt over size loose casual Tees Hong Kong Style Tops Trendy Harajuku men's,,1,Mainland China
2300304599,Top,Lucky #T182 JUST DO IT Tshirt Unisex TOPS COUPLE TEES Korean Fashion,126.0,1,"Navotas City, Metro Manila"
6081141510,Top,10DESIGN NIKE crop  top shirt for women fit S top tees,99.0,1,"Pasay City, Metro Manila"
5485560950,Top,Stripe Playboy Crew Neck Korean Cotton Fitted Men’s Oneck Long Sleeves For Men Men fashion,220.0,1,"Binondo, Metro Manila"
6543653490,Top,Plain Tops Korean Fashion Long Sleeve T-shirt For Men Top Sale Unisex,,1,"Tondo I / Ii, Metro Manila"
5360035989,Top,AT Clothing Oversized One Piece Luffy Anime Basic Print T Shirt Short Sleeve Funny Fashion Korean Harajuku Student Plus Size Clothes Summer Anime One Piece Luffy T Shirt Cotton High Quality Raglan Men T-shirt Casual Loose Fit Top Tees for Fans【M-3XL】,399.0,1,Mainland China
3460360534,Top,Giselle G&G women's long sleeve Oversized korean shirt printed with tie-dye ink,605.0,1,Mainland China
9956374537,Top,Crown Mens Dri-fit VNeck Shirt Dark Color Collection Quick Dry Fit Plain Tshirt Sport Korean Tops,250.0,1,"Quezon City, Metro Manila"
4134140322,Top,INS fashion printing Loose Men short sleeve tshirt fashion tshirt Top/ M-3XL Oversize/Couple/Plus Size/Unisex Tee/Man Korean Style Casual Tops Vintage Graphic Tees Statement Printed Clothing Crewneck Trendy Black White Clothes Sale,360.0,1,Mainland China
3216471368,Top,LUCKY #T078 Men's tops Bestseller t-shirt For men Unisex Glow In the Dark Korean Fashion,144.0,1,"Navotas City, Metro Manila"
4559422710,Top,kathryn PLUS SIZE Two way Puff shoulder Top fits 2XL 31010#,250.0,1,"Taytay, Rizal"
2008402459,Top,[8 Colors] Top Quality Korean Style Stripe Polo for Men Premium Cotton Fits Plus Size,350.0,1,"Pasay City, Metro Manila"
4018421216,Top,Men's Plain Tops Korean Fashion Long Sleeve T-shirt For Men Top Sale Unisex,,1,"Tondo I / Ii, Metro Manila"
1005173044,Top,ICM #T078 Men's T- shirt tops/bestseller Dark In The Glow Korean Fashion cotton,144.0,1,"Navotas City, Metro Manila"
8141820316,Top,Women's Trendy Posh Front String Crop Top Plain Cotton Spandex tops,99.0,1,"Pasay City, Metro Manila"
4158778072,Top,【2 Color】Long Sleeve Hong Kong Style Classic Top Japanese Trend Men's Korean Loose Couples Student Casual Shirt for Men,758.0,1,Mainland China
5857680198,Top,[SIMPLE] 2020 Korean fashion trendy breathable solid color sports top T-shirt,199.0,1,"Valenzuela City, Metro Manila"
2889848844,Top,HUILISHI  Korean fashion casual street style short sleeve men's polo,,1,"Pasay City, Metro Manila"
9855585639,Top,Summer 2021 women's floral chiffon shirt v-neck short sleeve drawstring top,480.0,1,Mainland China
3050552315,Top,Crown Mens Dri-fit VNeck Shirt (Army Green) Quick Dry Fit Plain Tshirt Sport Training Korean Tops,250.0,1,"Quezon City, Metro Manila"
1995966363,Top,HUILISHI Top Quality Hawaiian Floral Polo for Men 12 Designs Korean Fashion Cotton Fits Plus SIze,280.0,1,"Pasay City, Metro Manila"
4657683662,Top,[SIMPLE] 2020 Korean fashion trendy breathable solid color sports top T-shirt,199.0,1,"Valenzuela City, Metro Manila"
8664922301,Top,【Spot sale】【High-quality cloth】spring and autumn top 2021 new Korean style versatile loose Hong Kong style chic online celebrity long Blouse ladies tops big size ladies tops and blouse ladies tops and blouse apple green ladies tops and dress,280.0,1,Mainland China
6900189822,Top,Korean fashion black and white shirts unisex/cotton/hot sale tops,199.0,1,"Pasay City, Metro Manila"
5318981464,Top,Men's Tops Tees T- shirt tops bestseller Korean Fashion Shirt Cotton,,1,"Tondo I / Ii, Metro Manila"
2064635306,Top,LUCKY #T158 KOREAN FASHION TOPS TSHIRT FOR MEN,144.0,1,"Navotas City, Metro Manila"
3745603642,Top,Authentic H&M Brand new w/ tag off the shoulder cropped top,395.0,1,"Taguig City, Metro Manila"
3264591330,Top,Bcua Tie Dye Tops Casual Crop Top Round Neck Shirt Korean Tops TieDye Cotton Tees M1221,150.0,1,"Pasay City, Metro Manila"
8116799899,Top,Hashtay TEES Korean men's t-shirt  fashion Tie dye printed cotton tops high quality tshirts,329.0,1,"Valenzuela City, Metro Manila"
7485764106,Top,Men's long sleeve shirt loose Chinese Linen Shirt three quarters sleeve white shirt men's fashion brand large short sleeve shirt thin casual beach white top Korean shirt m-5xl,582.0,1,Mainland China
4942096740,Top,DIRECT SUPPLIER Lyka Basic Daily Top 1162,150.0,1,"Taytay, Rizal"
5516274059,Top,ANGELFASHION KOREAN LONGSLEEVE FOR MEN,590.0,1,"Tondo I / Ii, Metro Manila"
3948902675,Top,HUILISHI Top Quality Polo for Men Anchor Print Cotton Short Sleeve Korean Casual Shirt 4 Colors 8806,500.0,1,"Pasay City, Metro Manila"
4552946319,Top,【5 Color】Korean Fashion Weather Pattern Printed Short-sleeved T-shirt Unisex Simple and Versatile Loose Casual Tee Tops for Men Summer Trend Couple Round Neck Tshirts,284.0,1,Mainland China
6390757748,Top,【BTG】Simple and Versatile Solid Color Long-sleeved T-shirt Ins Korean Style Cropped Crop Top,554.0,1,Mainland China
2293819281,Top,LUCKY #T180 Bestseller Casual Tshirt Tops Korean Fashion Blassic,,1,"Navotas City, Metro Manila"
3778371908,Top,SIMPLE ACTIVE 2021 Korean fashion trendy breathable solid color sports top T-shirt,199.0,1,"Valenzuela City, Metro Manila"
3162131349,Top,【3 Colors 】M-2XL Plain Short-Sleeved Shirt Five-point Sleeve Tops Korean Men's Hooded Drop Shoulder Clothing Black Casual Simple Thin Bts Shirt Couple shirt unisex,498.0,1,Mainland China
11108419530,Top,【BTG】Summer New Korean Version of Solid Color Loose Ins Short-sleeved T-shirt Women's Short Top,572.0,1,Mainland China
9209818691,Top,SIMPLE Korean CMC Trendy Breathable 7 Color Sports Top Crew Neck T-shirt,399.0,1,"Valenzuela City, Metro Manila"
4036052741,Top,【COD】Latest Summer T-shirt High-quality Korean Fashion Short-sleeved Top Couple Style Cotton Landscape Printing Round Neck Tee Men and Women 3 Colors M-2XL,285.0,1,Mainland China
3976043183,Top,[SIMPLE] 2020 Korean fashion trendy breathable solid color sports top T-shirt,399.0,1,"Valenzuela City, Metro Manila"
10110169095,Top,【Spot sale】【High-quality cloth】2021 Summer New Retro Hong Kong-Style Thin Long-Sleeve Chiffon Shirt Women's Blouse Ruffle Floral-Print Sun blouse korean style blouse murah,449.0,1,Mainland China
3458808759,Top,M-4XL plus size Korean style short sleeve t-shirt men's rainbow stripe loose top,340.0,1,Mainland China
4204355747,Top,korean top sale sleeveless shirts for men/ casual sando for men,99.0,1,"Bacoor, Cavite"
8121467165,Top,SY  Men's tops Bestseller t-shirt For men Unisex Glow In the Dark Korean Fashion SIZE S-XL,300.0,1,"Paranaque City, Metro Manila"
8264930463,Top,【Spot sale】【Free KN95】short-sleeved new 2021summer thin Korean style loose Hong Kong-style salt shirt fashion for shirt women’s design new Korean style fashion lapel loose wild all-match thin floral long-sleeved shirt women blouse,430.0,1,Mainland China
2106672349,Top,Men's T-shirt tops/bestseller Korean Fashion Cotton Unisex Tees tshirt printed graphic men tshirts,124.0,1,"Tondo I / Ii, Metro Manila"
8825971797,Top,Spot Men'sTT-shirt 2020Summer New Men's Short SleeveTT-shirt Korean Style Loose round Neck Half Sleeve Student Fashion Hong Kong Style Top Wholesale Fast Shipping,308.0,1,Mainland China
3032167190,Top,MOLLGE Korean Temperament Draping Green White Shirt Men's Shirt Long Sleeve Shirt Loose Top,716.0,1,Mainland China
8463305593,Top,New short sleeve T-shirt women's white top casual fashion simple loose Korean top,199.0,1,"Pasay City, Metro Manila"
7157682905,Top,[SIMPLE] 2020 Korean fashion trendy breathable solid color sports top T-shirt,199.0,1,"Valenzuela City, Metro Manila"
6436812935,Top,ICM #T233 Fashionable Quality Cotton Stretchable Top for Men T-shirt For Men(Korean Size),126.0,1,"Navotas City, Metro Manila"
9021642718,Top,Oversize Korean Men T Shirt Hip-hop Loose Short-sleeved Tshirt Men Top,496.0,1,Mainland China
10707611921,Top,COD M-4XL Fashion Couple T Shirt For Men 2021 Summer Tshirt For Men New Korean Trend Loose Top Men S T Shirt,558.0,1,Mainland China
5257682650,Top,[SIMPLE] 2020 Korean fashion trendy breathable solid color sports top T-shirt,199.0,1,"Valenzuela City, Metro Manila"
6602377799,Top,Korean Fashion Style Cotton Longsleeve For Men,,1,"Santa Cruz, Metro Manila"
4357682868,Top,[SIMPLE] 2020 Korean fashion trendy breathable solid color sports top T-shirt,199.0,1,"Valenzuela City, Metro Manila"
3390794526,Top,【BTG】Embroidered Love Short-sleeved T-shirt Women Loose and Versatile Simple Top Ins,556.0,1,Mainland China
3861674318,Top,【3 Colors】Men's Long Sleeve T Shirt Solid Color Korean Style Trendy Tops Round Neck Tshirt Bottoming Casual Wild Long Sleeves,558.0,1,Mainland China
7770039760,Top,Men's Plain Tops Korean Fashion Long Sleeve T-shirt,399.0,1,"Pasay City, Metro Manila"
8056582067,Top,Crown Mens Dri-fit VNeck Shirt (Navy Blue) Quick Dry Fit Plain Tshirt Sport Training Korean Tops,250.0,1,"Quezon City, Metro Manila"
8865406860,Top,【Jualan spot】Plaid Shirt Women's2021Korean Style Versatile Spring-Summer Top Loose Hong Kong Style Long Sleeve Coat,537.0,1,Mainland China
9516909039,Top,Plus Size Oversized Korean Style Stripes and Plain T-shirt Tops Cotton Spandex/Knitted Up to 3XL,160.0,1,"Taytay, Rizal"
7753684812,Top,Korean style wild men and women trend FILA pattern design 4 colors T-shirt top,99.0,1,"Valenzuela City, Metro Manila"
4532716694,Top,Tank Ins Simple Tank Top Fashion Trend Tank Top Shoulder Sweat Tank Top Men's Korean loose tank top sports sleeveless T-shirt men's Hong Kong chic personality top running t,299.0,1,Mainland China
9464921314,Top,【Spot sale】2021 spring new Korean style retro Hong Kong style fashionable all-match long-sleeved shirt striped shirt for women blouse,502.0,1,Mainland China
3663837624,Top,Anik.Ph KOREAN INSPIRED LETTUCE SEMI CROP TOP,69.0,1,"Taytay, Rizal"
7454837810,Top,COD M-5XL Japanese Vintage Graphic Short-sleeved Men T-shirt Loose Trend Hip-hop Round Neck T-shirt Men Clothes Korean Tops Tshirts For Men Oversized Tshirt,558.0,1,Mainland China
2902515440,Top,3/4sleeve Korean Quality Stripe Polo for Men C.O.D,,1,"Pasay City, Metro Manila"
10508388453,Top,【BTG】Lovers Wear Japanese Original Printed Loose Short-sleeved T-shirt Female Korean Version of Contrast Stitching Top Girlfriends,528.0,1,Mainland China
3600189156,Top,Korean fashion unisex tops/round neck/cotton/summer shirts/glow in dark,199.0,1,"Pasay City, Metro Manila"
8656559499,Top,Crown Mens Dri-fit VNeck Shirt (Black) Quick Dry Fit Plain Tshirt Sport Training Korean Tops,250.0,1,"Quezon City, Metro Manila"
4234002598,Top,【4 Color】M-2XL Weather Graphic printed fashion trend casual sweat tank top for men Korean loose sports sleeveless muscle tee mens Hong Kong chic personalized running top,299.0,1,Mainland China
9262433149,Top,【BTG】White Short Top Summer New Korean Fashion Ins Short-sleeved T-shirt Women,532.0,1,Mainland China
9122398206,Top,ATS #1612 NEW KOREAN UNISEX FASHION TOP TEES [ T-SHIRTS ] ROUNDNECK 100% GOOD QUALITY COTTON,350.0,1,"Binondo, Metro Manila"
1319598371,Top,cotton spandex v-neck blouse Korean top korean fashion,106.0,1,"Pasay City, Metro Manila"
7547854794,Top,Korean Style Casual Shirt Black White Men's Shirts Harajuku Men Autumn New Loose Long Sleeve Shirt Tops Streetwear Man Oversized Blouse,399.0,1,Mainland China
8562182592,Top,【BTG】Retro Hong Kong Flavor Niche Irregular Bandage T-shirt Women's Short-sleeved Loose Top All-match,548.0,1,Mainland China
8901907075,Top,【Plus Size M-2XL 4Colors】Mens smily print Round Neck Casual Top  Super Soft Oversized Korean Style men T-shirt Half Short Sleeves Big Loose One Piece Tee Summer T-shirt Round Neck Casual Top Fashion Fat Size Medium Long Length T-shirt Dress,295.0,1,Mainland China
6034349004,Top,Summer European and American leisure 5-point sleeve men's student loose T-shirt fashion trend Korean half sleeve top letter printed color contrast T-shirt,299.0,1,Mainland China
8056573837,Top,Crown Mens Dri-fit VNeck Shirt (Maroon) Quick Dry Fit Plain Tshirt Sport Training Korean Tops,250.0,1,"Quezon City, Metro Manila"
9264932183,Top,【Spot sale】Spring New sweet style rainbow check pattren all-match top loose long sleeve shirt for blouse women,487.0,1,Mainland China
7478061986,Top,COD 2021 New Printed T Shirt Men Short Sleeve Fashion Brand Loose Summer Korean Top Tshirt,516.0,1,Mainland China
4781996558,Top,Short-sleeved T-shirt men's summer printing loose oversize tie-dye T-shirt Korean dye men and women tops,587.0,1,Mainland China
5137118707,Top,trendy men's casual tshirt streamer fake two pieces oversize loose drop shoulder couple tops Korean t shirt for men,616.0,1,Mainland China
8665041117,Top,【Jualan spot】Spring Type Korean Style Three-Quarter Sleeve Cotton Linen Shirt round Neck Tied Bottoming Shirt Women's Ruffled Shirt Top,437.0,1,Mainland China
